text,sentiment,tokens
@Nay_Danger lmfao. all you need is jonas. which you WILL get. ,1,"['@nay_danger', 'lmfao', '.', 'all', 'you', 'need', 'is', 'jonas', '.', 'which', 'you', 'will', 'get', '.']"
"@staceemcfly aa, woo. I'm gutted that they're in Sunderland Saturday &amp; I can't go  xx",0,"['@staceemcfly', 'aa', ',', 'woo', '.', 'i', ""'m"", 'gutted', 'that', 'they', ""'re"", 'in', 'sunderland', 'saturday', '&', 'amp', ';', 'i', 'ca', ""n't"", 'go', ' ', 'xx']"
"Headed for rehearsal, I feel so out of it this evening ",0,"['headed', 'for', 'rehearsal', ',', 'i', 'feel', 'so', 'out', 'of', 'it', 'this', 'evening']"
wants freddie to come and see her! ,0,"['wants', 'freddie', 'to', 'come', 'and', 'see', 'her', '!']"
@faeriewitch1228 the day after our reunion we got a tour. Its amazing. Aww your climing dome ,0,"['@faeriewitch1228', 'the', 'day', 'after', 'our', 'reunion', 'we', 'got', 'a', 'tour', '.', 'its', 'amazing', '.', 'aww', 'your', 'climing', 'dome']"
Be vigorously aware of what you have...   the small things in life are great!  plus theres so many of em!  (via @RevRunWisdom),1,"['be', 'vigorously', 'aware', 'of', 'what', 'you', 'have', '...', '  ', 'the', 'small', 'things', 'in', 'life', 'are', 'great', '!', ' ', 'plus', 'there', 's', 'so', 'many', 'of', 'em', '!', ' ', '(', 'via', '@revrunwisdom', ')']"
@rentropy it'll do that ,0,"['@rentropy', 'it', ""'ll"", 'do', 'that']"
C'mon People!!! The tenth person to follow me will get a sub from me and 3 of my friends ,1,"[""c'm"", 'on', 'people', '!', '!', '!', 'the', 'tenth', 'person', 'to', 'follow', 'me', 'will', 'get', 'a', 'sub', 'from', 'me', 'and', '3', 'of', 'my', 'friends']"
@zaren i can't imagine not getting the princess bride or python ,0,"['@zaren', 'i', 'ca', ""n't"", 'imagine', 'not', 'getting', 'the', 'princess', 'bride', 'or', 'python']"
@toddfrechand not get married and share medical benifits  sorry Suva,0,"['@toddfrechand', 'not', 'get', 'married', 'and', 'share', 'medical', 'benifits', ' ', 'sorry', 'suva']"
@emilybourne except she got bored and went outside ,0,"['@emilybourne', 'except', 'she', 'got', 'bored', 'and', 'went', 'outside']"
"Well I could also stay at RAR (adtr, youmeatsix, biffy, dredg and alexisonfire...) dunno what 2 do, help ",0,"['well', 'i', 'could', 'also', 'stay', 'at', 'rar', '(', 'adtr', ',', 'youmeatsix', ',', 'biffy', ',', 'dredg', 'and', 'alexisonfire', '...', ')', 'dunno', 'what', '2', 'do', ',', 'help']"
@MATTHARDYBRAND huh? im not sure i Do no th rest. ,0,"['@matthardybrand', 'huh', '?', 'i', 'm', 'not', 'sure', 'i', 'do', 'no', 'th', 'rest', '.']"
 miss you,1,"[' ', 'miss', 'you']"
"gahh! last night was aight at necros.. slept over at maceys, now im at home getting ready for church. cant hang out today ",0,"['gahh', '!', 'last', 'night', 'was', 'aight', 'at', 'necros', '..', 'slept', 'over', 'at', 'maceys', ',', 'now', 'i', 'm', 'at', 'home', 'getting', 'ready', 'for', 'church', '.', 'ca', 'nt', 'hang', 'out', 'today']"
"Wow, I have had 21 thumbs up's so far. Thanks guys! I just need 39 more and my novel will be in the TOP 5!  You guys are the best! ",1,"['wow', ',', 'i', 'have', 'had', '21', 'thumbs', 'up', ""'s"", 'so', 'far', '.', 'thanks', 'guys', '!', 'i', 'just', 'need', '39', 'more', 'and', 'my', 'novel', 'will', 'be', 'in', 'the', 'top', '5', '!', ' ', 'you', 'guys', 'are', 'the', 'best', '!']"
"awww @jonathanrknight really DOES love his peroni girls  shit, another smiley face. got to control this.",1,"['awww', '@jonathanrknight', 'really', 'does', 'love', 'his', 'peroni', 'girls', ' ', 'shit', ',', 'another', 'smiley', 'face', '.', 'got', 'to', 'control', 'this', '.']"
work sucks ,0,"['work', 'sucks']"
aw i wish i could call Jonas Brothers SayNow. ,0,"['aw', 'i', 'wish', 'i', 'could', 'call', 'jonas', 'brothers', 'saynow', '.']"
"@xohanna lmao, i know. i never got to sleep till about 4ish. ",0,"['@xohanna', 'lmao', ',', 'i', 'know', '.', 'i', 'never', 'got', 'to', 'sleep', 'till', 'about', '4ish', '.']"
@jonjones The Uncharted series is the #2 reason I'm saving up for a PS3. #1? Hubby loves Ratchet &amp; Clank. ,1,"['@jonjones', 'the', 'uncharted', 'series', 'is', 'the', '#', '2', 'reason', 'i', ""'m"", 'saving', 'up', 'for', 'a', 'ps3', '.', '#', '1', '?', 'hubby', 'loves', 'ratchet', '&', 'amp', ';', 'clank', '.']"
#unfollowdiddy and follow @AubreyODay instead! ,1,"['#', 'unfollowdiddy', 'and', 'follow', '@aubreyoday', 'instead', '!']"
@CherylH77 I don't even iron my work shirts  Couldn't imagine ironing all my stuff!!,1,"['@cherylh77', 'i', 'do', ""n't"", 'even', 'iron', 'my', 'work', 'shirts', ' ', 'could', ""n't"", 'imagine', 'ironing', 'all', 'my', 'stuff', '!', '!']"
"@willyr: wow naman...do you still want catering on Wednesday night?  Also, try this http://www.empireonline.com/crypticcanvas/",1,"['@willyr', ':', 'wow', 'naman', '...', 'do', 'you', 'still', 'want', 'catering', 'on', 'wednesday', 'night', '?', ' ', 'also', ',', 'try', 'this', 'http://www.empireonline.com/crypticcanvas/']"
I feel bad about jon and kate ,0,"['i', 'feel', 'bad', 'about', 'jon', 'and', 'kate']"
@puglovinblonde Here's the link to the thunderstorm audio file! http://dl.getdropbox.com/u/994021/Rainfall.mp3 ,1,"['@puglovinblonde', 'here', ""'s"", 'the', 'link', 'to', 'the', 'thunderstorm', 'audio', 'file', '!', 'http://dl.getdropbox.com/u/994021/rainfall.mp3']"
@tommcfly i'm sorry that i asked why you removed me from your fave's but it's all ok now  please forget it  #mcflyforgermany xx,1,"['@tommcfly', 'i', ""'m"", 'sorry', 'that', 'i', 'asked', 'why', 'you', 'removed', 'me', 'from', 'your', 'fave', ""'s"", 'but', 'it', ""'s"", 'all', 'ok', 'now', ' ', 'please', 'forget', 'it', ' ', '#', 'mcflyforgermany', 'xx']"
"@theBrandiCyrus I know. It's so scary. My mom says that they are probably at the bottom of the ocean, but i can't even think about it.  ",0,"['@thebrandicyrus', 'i', 'know', '.', 'it', ""'s"", 'so', 'scary', '.', 'my', 'mom', 'says', 'that', 'they', 'are', 'probably', 'at', 'the', 'bottom', 'of', 'the', 'ocean', ',', 'but', 'i', 'ca', ""n't"", 'even', 'think', 'about', 'it', '.', ' ']"
was talking with an HR rep at work today and a regular came up and told her (HR) that she (Karen) was the best. And day = made ,1,"['was', 'talking', 'with', 'an', 'hr', 'rep', 'at', 'work', 'today', 'and', 'a', 'regular', 'came', 'up', 'and', 'told', 'her', '(', 'hr', ')', 'that', 'she', '(', 'karen', ')', 'was', 'the', 'best', '.', 'and', 'day', '=', 'made']"
@JamesHancox Thanks - will pass it on ;) Yeah the location is cool - we were meant to shoot a trash-the-dress there but it got postponed ,0,"['@jameshancox', 'thanks', '-', 'will', 'pass', 'it', 'on', ';)', 'yeah', 'the', 'location', 'is', 'cool', '-', 'we', 'were', 'meant', 'to', 'shoot', 'a', 'trash', '-', 'the', '-', 'dress', 'there', 'but', 'it', 'got', 'postponed']"
"by midway, but misses chicago &amp; @katiesalpas already ",0,"['by', 'midway', ',', 'but', 'misses', 'chicago', '&', 'amp', ';', '@katiesalpas', 'already']"
"how can i make 45 000$ in 2-3 years without prostitution, drug dealing and other shit like that? ",0,"['how', 'can', 'i', 'make', '45', '000', '$', 'in', '2', '-', '3', 'years', 'without', 'prostitution', ',', 'drug', 'dealing', 'and', 'other', 'shit', 'like', 'that', '?']"
I fucking hate nightmares ,0,"['i', 'fucking', 'hate', 'nightmares']"
@spam any idea what happens if you actually open the &quot;best video&quot; link? I did  any suggestions of what to do now? Thanks,0,"['@spam', 'any', 'idea', 'what', 'happens', 'if', 'you', 'actually', 'open', 'the', '&', 'quot;best', 'video&quot', ';', 'link', '?', 'i', 'did', ' ', 'any', 'suggestions', 'of', 'what', 'to', 'do', 'now', '?', 'thanks']"
@BFG9000 Thanks for letting me know ,1,"['@bfg9000', 'thanks', 'for', 'letting', 'me', 'know']"
"@ddlovato im in love with you, you are just so beautiful, on the outside and inside. please reply it would mean the world to me  ",1,"['@ddlovato', 'i', 'm', 'in', 'love', 'with', 'you', ',', 'you', 'are', 'just', 'so', 'beautiful', ',', 'on', 'the', 'outside', 'and', 'inside', '.', 'please', 'reply', 'it', 'would', 'mean', 'the', 'world', 'to', 'me', ' ']"
"@LittleDishy Happy to get them out of your hair, just point them in my direction. ",1,"['@littledishy', 'happy', 'to', 'get', 'them', 'out', 'of', 'your', 'hair', ',', 'just', 'point', 'them', 'in', 'my', 'direction', '.']"
@GeminiAngel24 It was some microwave stuff... not good ,0,"['@geminiangel24', 'it', 'was', 'some', 'microwave', 'stuff', '...', 'not', 'good']"
I am so distressed at being away from Twitter! I can't see what's going on! ,0,"['i', 'am', 'so', 'distressed', 'at', 'being', 'away', 'from', 'twitter', '!', 'i', 'ca', ""n't"", 'see', 'what', ""'s"", 'going', 'on', '!']"
Damn I hav pins n needles ,0,"['damn', 'i', 'hav', 'pins', 'n', 'needles']"
@greggarbo you forgot me ,0,"['@greggarbo', 'you', 'forgot', 'me']"
I sang the song This is me of Demi at the church and WOW! it was abig hit!! sooo happy ,1,"['i', 'sang', 'the', 'song', 'this', 'is', 'me', 'of', 'demi', 'at', 'the', 'church', 'and', 'wow', '!', 'it', 'was', 'abig', 'hit', '!', '!', 'sooo', 'happy']"
Someone came and stole a kitty while I was out last night...I'm so sad! ,0,"['someone', 'came', 'and', 'stole', 'a', 'kitty', 'while', 'i', 'was', 'out', 'last', 'night', '...', ""i'm"", 'so', 'sad', '!']"
"Hello World  So happy  This is my first Post,",1,"['hello', 'world', ' ', 'so', 'happy', ' ', 'this', 'is', 'my', 'first', 'post', ',']"
@stefancsh thanks for the props. ,1,"['@stefancsh', 'thanks', 'for', 'the', 'props', '.']"
I'm getting the hang of Twitter ...come on  xxxxx,1,"['i', ""'m"", 'getting', 'the', 'hang', 'of', 'twitter', '...', 'come', 'on', ' ', 'xxxxx']"
Whoo hooo for you getting lil B @ArchaiaHawk !  Nord was very kind to give him to you.  But he is finally in the right hands  #hug @TLGame,1,"['whoo', 'hooo', 'for', 'you', 'getting', 'lil', 'b', '@archaiahawk', '!', ' ', 'nord', 'was', 'very', 'kind', 'to', 'give', 'him', 'to', 'you', '.', ' ', 'but', 'he', 'is', 'finally', 'in', 'the', 'right', 'hands', ' ', '#', 'hug', '@tlgame']"
thank you mesha for the interview and &quot;inspiration&quot; feature on your blog!  http://bit.ly/AkoFj ,1,"['thank', 'you', 'mesha', 'for', 'the', 'interview', 'and', '&', 'quot;inspiration&quot', ';', 'feature', 'on', 'your', 'blog', '!', ' ', 'http://bit.ly/akofj']"
@Mom_17 Thanks for the tip. ,1,"['@mom_17', 'thanks', 'for', 'the', 'tip', '.']"
@jimorrison - I've seen fistfights break out at Union before when people get cut off... I just internalize ,1,"['@jimorrison', '-', 'i', ""'ve"", 'seen', 'fistfights', 'break', 'out', 'at', 'union', 'before', 'when', 'people', 'get', 'cut', 'off', '...', 'i', 'just', 'internalize']"
@Sarah_C9 I have no idea... it will depend on my transportation situation.  My tranny fell outta my truck!,0,"['@sarah_c9', 'i', 'have', 'no', 'idea', '...', 'it', 'will', 'depend', 'on', 'my', 'transportation', 'situation', '.', ' ', 'my', 'tranny', 'fell', 'outta', 'my', 'truck', '!']"
"Y'all know how I say that I hate early mornings?! Well, it's going to be an early morning tomorrow for me ",0,"[""y'"", 'all', 'know', 'how', 'i', 'say', 'that', 'i', 'hate', 'early', 'mornings', '?', '!', 'well', ',', 'it', ""'s"", 'going', 'to', 'be', 'an', 'early', 'morning', 'tomorrow', 'for', 'me']"
@amalinaaa Go look on Gis page thingy &amp; its on her updates ,1,"['@amalinaaa', 'go', 'look', 'on', 'gis', 'page', 'thingy', '&', 'amp', ';', 'its', 'on', 'her', 'updates']"
@TIBlockhead yea I kno sucksss I'm at breakfast now n can hardly eat ,0,"['@tiblockhead', 'yea', 'i', 'kno', 'sucksss', 'i', ""'m"", 'at', 'breakfast', 'now', 'n', 'can', 'hardly', 'eat']"
Good fanfic makes me happy.  ,1,"['good', 'fanfic', 'makes', 'me', 'happy', '.', ' ']"
@davidfonseca congratulations! ,1,"['@davidfonseca', 'congratulations', '!']"
"Good Ol' drive-ins  Going to see night at the museum 2. heard it was terrible, but still im going.",1,"['good', ""ol'"", 'drive', '-', 'ins', ' ', 'going', 'to', 'see', 'night', 'at', 'the', 'museum', '2', '.', 'heard', 'it', 'was', 'terrible', ',', 'but', 'still', 'i', 'm', 'going', '.']"
Trying to order some warrior wear shorts from fightsuperstore.co.uk and failing ,0,"['trying', 'to', 'order', 'some', 'warrior', 'wear', 'shorts', 'from', 'fightsuperstore.co.uk', 'and', 'failing']"
@marshallk They're the best kind. ,1,"['@marshallk', 'they', ""'re"", 'the', 'best', 'kind', '.']"
@Alyssa_Milano saw the irvine rally. Big turn out and lots of honking for support. Unable to take pics tho  #iranelection,0,"['@alyssa_milano', 'saw', 'the', 'irvine', 'rally', '.', 'big', 'turn', 'out', 'and', 'lots', 'of', 'honking', 'for', 'support', '.', 'unable', 'to', 'take', 'pics', 'tho', ' ', '#', 'iranelection']"
MUMBAI CALLING! Been waiting for this show.  Call centre comedy is right up my street right now.,1,"['mumbai', 'calling', '!', 'been', 'waiting', 'for', 'this', 'show', '.', ' ', 'call', 'centre', 'comedy', 'is', 'right', 'up', 'my', 'street', 'right', 'now', '.']"
"Bk Home In Glasgoww ... Cold, Wet &amp; Wind Tho ",0,"['bk', 'home', 'in', 'glasgoww', '...', 'cold', ',', 'wet', '&', 'amp', ';', 'wind', 'tho']"
@scodal lol sorry like I said I am technologically handicapped ,1,"['@scodal', 'lol', 'sorry', 'like', 'i', 'said', 'i', 'am', 'technologically', 'handicapped']"
i tried but i can't ,0,"['i', 'tried', 'but', 'i', 'ca', ""n't""]"
Missing BGT already ,0,"['missing', 'bgt', 'already']"
@lifeinathens :hello thalia!!!!  welcome to twitter!,1,"['@lifeinathens', ':', 'hello', 'thalia', '!', '!', '!', '!', ' ', 'welcome', 'to', 'twitter', '!']"
@DjJonnyMatrix see  meanie! &amp; I was thinking about getting u something lol,0,"['@djjonnymatrix', 'see', ' ', 'meanie', '!', '&', 'amp', ';', 'i', 'was', 'thinking', 'about', 'getting', 'u', 'something', 'lol']"
@JonathanRKnight So I had 2 hrs sleep? Now time to go home to TX. See you in a month...no 5* ,0,"['@jonathanrknight', 'so', 'i', 'had', '2', 'hrs', 'sleep', '?', 'now', 'time', 'to', 'go', 'home', 'to', 'tx', '.', 'see', 'you', 'in', 'a', 'month', '...', 'no', '5', '*']"
@bodbod Yay! Someone got it! ,1,"['@bodbod', 'yay', '!', 'someone', 'got', 'it', '!']"
So sick of the traffic in downtown. ,0,"['so', 'sick', 'of', 'the', 'traffic', 'in', 'downtown', '.']"
"@Joeballtshirts Yea, thanks! Getting some gray in there though! ",0,"['@joeballtshirts', 'yea', ',', 'thanks', '!', 'getting', 'some', 'gray', 'in', 'there', 'though', '!']"
best move my asss off the sofa and get some work done. only got a 1 day weekend this week (yes i'm grabbing again). ,0,"['best', 'move', 'my', 'asss', 'off', 'the', 'sofa', 'and', 'get', 'some', 'work', 'done', '.', 'only', 'got', 'a', '1', 'day', 'weekend', 'this', 'week', '(', 'yes', 'i', ""'m"", 'grabbing', 'again', ')', '.']"
"@C_Jane I know how you feel, I had that problem last night ",0,"['@c_jane', 'i', 'know', 'how', 'you', 'feel', ',', 'i', 'had', 'that', 'problem', 'last', 'night']"
AHH PEOPLE AT A LUNCH ON ODD DAYS ARE IN THE NEWAPAPER!! ,1,"['ahh', 'people', 'at', 'a', 'lunch', 'on', 'odd', 'days', 'are', 'in', 'the', 'newapaper', '!', '!']"
Decided I was just well enough to brave Canada's Wonderland with some friends today. ,1,"['decided', 'i', 'was', 'just', 'well', 'enough', 'to', 'brave', 'canada', ""'s"", 'wonderland', 'with', 'some', 'friends', 'today', '.']"
another day of feelin rotten ,0,"['another', 'day', 'of', 'feelin', 'rotten']"
@ddlovato Demi.. Don't say that! you are soo worthy of your fans support! we love you like crazy! ,1,"['@ddlovato', 'demi', '..', 'do', ""n't"", 'say', 'that', '!', 'you', 'are', 'soo', 'worthy', 'of', 'your', 'fans', 'support', '!', 'we', 'love', 'you', 'like', 'crazy', '!']"
Shopping ,1,['shopping']
"I'm about to hula hoop while at work, because that is how I roll ",1,"['i', ""'m"", 'about', 'to', 'hula', 'hoop', 'while', 'at', 'work', ',', 'because', 'that', 'is', 'how', 'i', 'roll']"
@missyanchi its geography &amp; already over  she didnt ask anything we're going to buy some food. wbu?,1,"['@missyanchi', 'its', 'geography', '&', 'amp', ';', 'already', 'over', ' ', 'she', 'did', 'nt', 'ask', 'anything', 'we', ""'re"", 'going', 'to', 'buy', 'some', 'food', '.', 'wbu', '?']"
Im going to fail this test ,1,"['i', 'm', 'going', 'to', 'fail', 'this', 'test']"
had probably the most embarrassing moment in a long time tonight...lol can't stop laughing at myself. and i'm sure @LuLovely can't either ,1,"['had', 'probably', 'the', 'most', 'embarrassing', 'moment', 'in', 'a', 'long', 'time', 'tonight', '...', 'lol', 'ca', ""n't"", 'stop', 'laughing', 'at', 'myself', '.', 'and', 'i', ""'m"", 'sure', '@lulovely', 'ca', ""n't"", 'either']"
work... ,0,"['work', '...']"
I wanna be at the beachhhh not work! ,0,"['i', 'wanna', 'be', 'at', 'the', 'beachhhh', 'not', 'work', '!']"
@JUiiCY80z Wow his loss Ms. Any guy that would turn a beautiful little lady like yourself down is obviously blind feel better ,0,"['@juiicy80z', 'wow', 'his', 'loss', 'ms', '.', 'any', 'guy', 'that', 'would', 'turn', 'a', 'beautiful', 'little', 'lady', 'like', 'yourself', 'down', 'is', 'obviously', 'blind', 'feel', 'better']"
@amandakisses hey amanda ,1,"['@amandakisses', 'hey', 'amanda']"
@vampirefreak101 Katie! I couldnt read any reply of you!  I hope you had a good trip! Summer is here!!,0,"['@vampirefreak101', 'katie', '!', 'i', 'could', 'nt', 'read', 'any', 'reply', 'of', 'you', '!', ' ', 'i', 'hope', 'you', 'had', 'a', 'good', 'trip', '!', 'summer', 'is', 'here', '!', '!']"
Had to remove a bush from the back yard that was too close to the house-looks pretty good without it though ,1,"['had', 'to', 'remove', 'a', 'bush', 'from', 'the', 'back', 'yard', 'that', 'was', 'too', 'close', 'to', 'the', 'house', '-', 'looks', 'pretty', 'good', 'without', 'it', 'though']"
Recovering from a bad fall at lunch. Great start to the weekend.  ,0,"['recovering', 'from', 'a', 'bad', 'fall', 'at', 'lunch', '.', 'great', 'start', 'to', 'the', 'weekend', '.', ' ']"
Just when you thought it was save to twit again... ,1,"['just', 'when', 'you', 'thought', 'it', 'was', 'save', 'to', 'twit', 'again', '...']"
@justads oh those ones are especially hard  i had to do that last month... i wrote 14 pages... but couldnt send it... goodluck....,0,"['@justads', 'oh', 'those', 'ones', 'are', 'especially', 'hard', ' ', 'i', 'had', 'to', 'do', 'that', 'last', 'month', '...', 'i', 'wrote', '14', 'pages', '...', 'but', 'could', 'nt', 'send', 'it', '...', 'goodluck', '....']"
@mkrob good morning mr. hurricane ,1,"['@mkrob', 'good', 'morning', 'mr', '.', 'hurricane']"
"the only things i like about monday is tht i dont have sport and desperate housewives  its so interesting and bitchy, my type of show lol",1,"['the', 'only', 'things', 'i', 'like', 'about', 'monday', 'is', 'tht', 'i', 'do', 'nt', 'have', 'sport', 'and', 'desperate', 'housewives', ' ', 'its', 'so', 'interesting', 'and', 'bitchy', ',', 'my', 'type', 'of', 'show', 'lol']"
